num_of_bedrooms,num_of_bathrooms,property_size,price,description,location
6.0,4.0,4736.0,1150000.0,great pleasure introduce kensington house breathtaking sixbedroom detached residence offering 4500 square feet unparalleled living space built years ago home captivate moment step door expansive openplan design bespoke architecture meticulous attention detail current owners spared expense creating undoubtedly finest properties grace market occupying prime private plot kensington house spans magnificent floors thoughtfully designed living space seeking exceptional quality complete luxury detached home ticks box property ve waiting prime location nestled quiet culdesac luxury modern homes clarebank offers tranquil convenient location chorley new road adjacent markland hill heaton highly regarded bolton school walking distance renowned beaumont hospital wide range amenities including leisure facilities fine dining restaurants traditional village pubs stones throw away commuting motorway lostock train station bolton train station easily accessible offering direct links manchester minutes modern family living expansive spaces arrival greeted bright welcoming hallway sets tone rest stunning home sweeping staircase leads showstopping openplan kitchen family room space sure breath away soaring ceilings abundant natural light ample room family relaxation entertaining heart home bespoke kitchen true chefs paradise featuring central island array highend appliances including conventional ovens microwave steam sousvide ovens double doors lead kitchen expansive garden lush lawn offering total privacy sides enjoy al fresco dining fire barbecue pizza oven relax private oasis spacious sleeping quarters kensington house boasts generously sized bedrooms designed comfort mind floor features versatile bedroom ideal guest suite home office work remotely second floor ll find large double bedrooms ensuite bathrooms rearmost bedroom benefits stylish walkin dressing room floor home additional bedrooms accompanied family bathroom suite featuring elegant villeroy boch sanitary ware master suite located rear property offers ultimate luxury privacy double doors open stunning m balcony composite decking sleek glass balustrade perfect space enjoying quiet moment good book watching sunset sophistication personified kensington house testament current owners vision dedication having overseen aspect creation thoughtful design premium finishes home combines modern sophistication timeless charm situated boltons desirable locations property offers unique opportunity enjoy lifestyle unparalleled luxury comfort,737000.0
8.0,7.0,5630.0,2000000.0,exclusive open house ref kyna welcome oakcroft substantial uniquely versatile detached residence offering 5600 sq ft accommodation set approximately twothirds acre private landscaped gardens property requires refurbishment modernisation presents incredible opportunity create truly bespoke family home explore commercial potential subject necessary consents wish reconfigure extend rebuild scope truly endless key features approx 5600 sq ft living space 8 bedrooms 7 bathrooms 4 reception rooms guest suites ground floor potential residential commercial use stpp opportunity extend renovate redevelop detached double garage gated plot circa 066 acres private landscaped gardens mature trees excellent location close altrincham airport motorway links accommodation ground floor reception area cloakroom spacious entrance hall 200 x 150 609 m x 457 m drawing room 219 x 203 662 m x 617 m sitting room 330 x 196 1005 m x 594 m dining room 213 x 169 647 m x 510 m conservatory 270 x 130 822 m x 396 m kitchen 170 x 169 518 m x 510 m laundry room second kitchen guest suite 1 bedroom 6 180 x 120 548 m x 365 m ensuite guest suite 2 bedroom 7 219 x 120 662 m x 365 m ensuite floor galleried landing master suite bedroom 1 219 x 116 662 m x 350 m dressing room ensuite bedroom 2 179 x 120 541 m x 365 m ensuite bedroom 3 179 x 123 541 m x 373 m ensuite bedroom 4 140 x 103 426 m x 312 m ensuite bedroom 5 120 x 106 365 m x 320 m ensuite family bathroom second floor bedroom 8 203 x 146 617 m x 441 m externally detached double garage 180 x 189 548 m x 571 m extensive private gardens surrounded mature trees gated access ample driveway parking location located desirable hasty lane property conveniently situated near altrincham offering wealth local amenities outstanding schools boutique shopping dining short drive manchester international airport major motorway links stunning countryside location combines connectivity tranquillity,757857.1428571428
2.0,1.0,1431.0,275000.0,investment opportunity commercial unit ground floor duplex apartment floor rare opportunity purchase large characterful detached property soughtafter area firgrove ideally positioned rochdale milnrow excellent access local amenities neighbouring towns villages superb commuter links versatile property currently comprises commercial unit ground floor currently operating aesthetics salon space includes treatment rooms kitchen washroom facilities making wellequipped continued business use potential conversion subject relevant permissions currently achieving rental income potential achieving approximately treatment rooms occupancy second floors recently renovated twobedroom duplex apartment accessed private rear entrance apartment currently tenanted providing immediate stable rental income externally property benefits offroad parking offering ample space residential commercial use fantastic investment opportunity potential dual income streams flexible future use today discuss current rental figures salon details viewings strictly appointment ground floor commercial use versatile property currently comprises commercial unit ground floor currently operating aesthetics salon space includes treatment rooms kitchen washroom facilities making wellequipped continued business use potential conversion subject relevant permissions currently achieving rental income potential achieving approximately treatment rooms occupancy floor apartment bright spacious twobedroom duplex apartment set beautifully renovated character building featuring private entrance modern openplan living space stylish kitchen contemporary bathroom includes private parking ideally located near milnrows shops schools excellent transport links tramline currently achieving current contracted tenant material information littleborough tenure type freehold council tax banding apartment rochdale council band,659166.6666666666
6.0,4.0,3000.0,950000.0,discreetly positioned prestwichs established regarded residential addresses impressive gated detached family residence offers generous proportions refined finishes exceptional sense privacy easy reach areas popular amenities set secure electric gates property approached substantial driveway providing ample road parking moment enter home conveys sense space quality layout carefully designed suit modern family living retaining refined elegant feel heart home stunning modern family kitchen centred large island breakfast bar beautifully appointed space ideal everyday living entertaining comfortably accommodating size dining table enhanced expansive bi fold doors open directly rear garden allowing natural light flood room creating seamless indoor outdoor connection separate formal dining room provides intimate setting entertaining lounge offers calm comfortable retreat dedicated home office downstairs wc complete ground floor adding practicality flexibility floor property offers generously proportioned bedrooms making ideal larger families requiring additional guest work home space bedrooms benefit stylish en suite facilities including impressive principal suite contemporary family bathroom serves remaining bedrooms externally rear garden good size designed relaxation entertaining featuring patio area ideal outdoor dining social gatherings property offered market onward chain currently occupied tenants provides flexibility purchaser planning future date seeking smooth transition prior occupation location enhances appeal walking distance local shops sedgley park bowker vale metrolink station close vibrant heart prestwich village property enjoys access excellent range independent shops restaurants everyday amenities highly regarded schools heaton park strong public transport links immediate access major motorway networks ensure convenient travel manchester substantial elegant family home prime prestwich setting offered chain free combining lifestyle space connectivity early viewing highly recommended,419166.6666666667
3.0,2.0,101.0,399950.0,introducing manchester waters lakeside luxury meets city living heart old trafford stunning property offers spacious 3 bedroom 2 bathroom apartments perfect looking comfortable stylish living space located vibrant manchester city centre residents enjoy canalside waterfront views offer sense tranquility minutes away bustling city life excellent transport links including nearby metrolink station ll easy access manchesters trendiest bars restaurants shops peel lps strategic waters programme manchester waters forefront rejuvenating industrial regions attractive waterfront residential buildings surrounding area seen huge private investment making soughtafter properties manchester inside property ll find stateoftheart amenities gymnasium cinema room secure car parking balconies stunning waterside views apartments furnished high standards providing luxury living space complements waterfront location experience best city living touch tranquility manchester waters schedule viewing today immerse luxury living waterfront old trafford,1075283.4
7.0,4.0,2770.0,850000.0,truly magnificent extended cheshire interlocking semidetached family home extensive versatile accommodation fully converted cellars 2770 sq ft property boasts seven bedrooms bathrooms reception rooms wealth original period features occupying imposing corner plot property located sought road striking distance withington west didsbury villages offered sale onward chain property need cosmetic updating accommodation consisting welcoming entrance hallway turning staircase rising floor door leading garden opening hallway elegantly proportioned reception rooms tall corniced ceilings large bay windows flooding rooms natural light running alongside rear reception extended openplan classic style breakfast kitchen dual aspect windows looking garden ideal area informal dining turning staircase rises hallway split level landing providing access family bathroom double bedroom decorative feature fireplace stairs continue floor reveals generous double bedrooms principal bedroom benefitting boasting original solid marble fireplace elegant ensuite shower room second floor occupied double bedroom single bedroom ideal use study property converted lower ground floor offering wellproportioned living room open plan dining kitchen bathroom double bedrooms benefitting anensuite wet room occupying imposing corner plot property approached double pillared stone wall solid plinth laid atop opening flag stone pathway leading door steps lead lower ground floor gate opens rear garden laid lawn flag stone pathways large patio area ideal entertaining warmer months providing access lower ground floor vehicular gate provides access driveway 913 sqft duplex annexe benefits electrics plumbing wc alarm system roof lights double doors courtesy door offering potential easily converted subject relevant planning permissions,698571.4285714285
2.0,1.0,731.0,185000.0,chain beautifully presented bedroom town house popular location shaw providing easy access local shops schools amenities epc tbc chain fantastic opportunity time buyer young family acquire bedroom town house presented ready straight spacious accommodation comprises entrance hall lounge kitchendiner bedrooms modern bathroom warmed gas central heating double glazed outside boasts ample road parking fantastic sized garden rear early viewings considered essential missed placed access shaw centre range amenities offer local schools transport links easily accessible antimoney laundering aml checks making offer required law complete antimoney laundering aml checks confirm identity purchasers cover cost process fee 48 inc vat buyer payable offer accepted standard requirement buyers helps ensure offer progressed quickly smoothly possible,345833.3333333333
3.0,1.0,1410.0,425000.0,largerthanaverage period semi central sale character original features set floors generous rooms neutral décor unconverted cellar offering scope expansion superb opportunity modernisation enquire book online quoting reference 23767 welcome 4 trinity avenue largerthanaverage period semidetached home located heart sale characterful property offers generous proportions floors retains original features including decorative cornices timber detailing need modernisation presents fantastic opportunity buyers create bespoke family home unconverted cellar adds potential expansion storage accommodation briefly comprises basement floor utility room approx 135 ft x 116 ft 414 m x 355 m spacious area ideal laundry storage access rear garden storage room approx 75 ft x 95 ft 229 m x 290 m useful household items tools pantry overflow ground floor kitchen approx 15 ft x 112 ft 456 m x 341 m bright space scope renovation currently featuring simple cabinetry room breakfast table large windows allow natural light flood neutral decor enhances sense space office study playroom approx 124 ft x 106 ft 378 m x 323 m light walls carpeted flooring create calm productive environment scope multiple uses versatile room additional bedroom looking space living room approx 14 ft x 118 ft 427 m x 360 m generous reception room large bay window original fireplace surround second floor primary bedroom 123 ft x 119 ft 375 m x 362 m spacious lightfilled ideal kingsize bed wardrobes bedroom 126 ft x 105 ft 385 m x 320 m comfortable double bedroom garden views bedroom 107 ft x 115 ft 326 m x 351 m versatile space suitable guest room nursery hallway 224 ft x 14 ft 683 m x 429 m wide landing area potential builtin storage reading nook additional features unconverted cellar offers excellent potential conversion gym utility room additional living space original period details including timber balustrades ceiling roses sashstyle windows rear garden mature shrubs freshly laid lawn area smaller size garden easy maintain whilst providing safe space outdoor relaxation local area guide sale thriving town trafford greater manchester known excellent schools green spaces strong transport links transport metrolink tram multitude surrounding tram stops plenty options requring direct access manchester city centre road access close motorways commuting greater manchester bus routes regular services altrincham manchester surrounding areas schools primary schools rated good ofsted,1043333.3333333334
2.0,1.0,801.0,148000.0,midterrace property ladbrooke road great opportunity looking project requiring renovation property offers spacious living area goodsized bedrooms rear yard excellent potential ideally located close local amenities schools transport links making perfect firsttime buyers investors epc f midterrace property ladbrooke road ashton midterrace property located popular ladbrooke road ashton offers great potential looking personal touch home property require work renovation presents excellent opportunity firsttime buyers investors seeking project create modern comfortable living space accommodation includes spacious living room kitchen updated brand new oven goodsized bedrooms upstairs family bathroom rear yard offers potential outdoor use situated convenient location property close local amenities schools transport links making attractive option looking enjoy vibrant community ashton time investment property transformed fantastic home ample space desirable location making offer required law complete antimoney laundering aml checks confirm identity purchasers cover cost process fee 48 inc vat buyer payable offer accepted standard requirement buyers helps ensure offer progressed quickly smoothly possible antimoney laundering aml checks making offer required law complete antimoney laundering aml checks confirm identity purchasers cover cost process fee 48 inc vat buyer payable offer accepted standard requirement buyers helps ensure offer progressed quickly smoothly possible,520000.0
3.0,1.0,647.0,260000.0,spacious bedroom detached home rostrevor road stockport potential scope modernise located highly regarded rostrevor road stockport bedroom detached property presents exciting opportunity buyers looking create ideal family home private driveway detached garage generous living space wellbuilt property need cosmetic updating offers solid foundation plenty potential add value key features detached threebedroom property soughtafter residential location driveway detached garage providing ample offroad parking reception rooms flexible layout wellsized rear gardens excellent opportunity renovation extension reconfiguration subject planning permission close local schools shops commuter links ground floor entering property greeted entrance hallway leading generous reception rooms lounge benefits lovely bay window allowing abundance natural light rear dining room overlooks garden offers comfortable space family meals entertaining kitchen offers lot opportunity updated knock dining room allow open plan kitchendining experience enhance living experience kitchen provides access rear garden floor floor features wellproportioned bedrooms including doubles generous single room offers plenty natural light currently larger bedrooms comprise built storage wardrobe space taken flexible layout family shower room functional benefit refurbishment suit modern tastes needs exterior externally property enjoys private driveway leading detached single garage providing secure parking useful storage space garden laid lawn rear garden good size offers plenty potential landscaping outdoor living future extension subject planning location rostrevor road quiet wellestablished street popular families professionals area offers easy access local amenities excellent transport links including motorway stockport train station commuters nearby parks shops cafes add appeal convenient familyfriendly location summary bedroom detached home rostrevor road offers rare chance acquire property plenty potential prime stockport location need modernisation size layout location ideal buyers looking renovate extend simply create home tailored style viewing highly recommended appreciate space potential opportunity home provides,612857.1428571428
5.0,3.0,3111.0,580000.0,beautifully modernised stunning property offers spacious flexible family living home features massive lounge area stylish kitchen luxurious master suite ensuite unique addition lounge includes separate bedroom shower room perfect guests independent living sleek finishes modern décor ample parking impressive home ready straight epc c discover beautifully modernised fivebedroom threebathroom detached home situated highly soughtafter location finished exceptional standard spacious property offers perfect blend style comfort versatility modern family living heart home features huge lightfilled lounge area perfect entertaining relaxing family contemporary kitchen dining space designed function flair offering ample storage highend appliances stylish finishes property boasts generously sized bedrooms including luxurious master suite complete sleek ensuite bathroom additional modern bathrooms ensure convenience household unique highlight home separate living area positioned main lounge includes additional bedroom shower room ideal guests older children private home office annex outside ll find wellmaintained garden ample driveway parking making property practical impressive making offer required law complete antimoney laundering aml checks confirm identity purchasers cover cost process fee 48 inc vat buyer payable offer accepted standard requirement buyers helps ensure offer progressed quickly smoothly possible antimoney laundering aml checks making offer required law complete antimoney laundering aml checks confirm identity purchasers cover cost process fee 48 inc vat buyer payable offer accepted standard requirement buyers helps ensure offer progressed quickly smoothly possible,327600.0
3.0,1.0,853.0,310000.0,clive anthony delighted offer sale stylishly renovated home prime prestwich position moments heaton park entrance easy reach heaton park metrolink fast links manchester bury prestwich village close offering shops cafés bars everyday amenities area regarded access good local schools property briefly comprises entrance hall spacious lounge open plan dining room modern fitted kitchen floor bedrooms modern bathroom suite attractive rear courtyard style garden finished artificial lawn home ideal time buyer looking set foot property ladder family early viewing strongly advised property significantly improved reconfigured suit modern living major internal alterations created open social layout kitchen dining space opened better fit family life entertaining home fully refurbished including new kitchen new bathroom upgraded radiators giving clean contemporary finish feels ready straight ideal young professionals couples families want turnkey home green space strong transport links village life doorstep ground floor entrance hall complemented stripped varnished floorboards dining room ample space table chairs stripped varnished floorboards open plan lounge space sofas furniture feature fireplace stripped varnished floor boards open plan modern fitted kitchen includes wallbase units integrated oven hob integrated washerdryer space size fridgefreezer tiled floor newly fitted patio doors leading dining area garden floor landing gives access bedrooms main second bedroom large double rooms space furniture carpeted flooring single bedroom great office working home modern white piece bathroom suite includes panelled bath shower wc wash hand basin attractive tiling heated chrome towel railradiator outside flagged pathway leading door rear courtyard style garden ideal summer barbecuing alfresco dining additional information vendor informs property freehold subject solicitors confirmation council tax band b gas fired central heating loft accessed landing epc rating d garden rear courtyard style garden artificial lawn,484158.3333333333
4.0,2.0,2014.0,490000.0,located areas sought roads bedroom detached property occupies fantastic plot offering entrance hall open plan reception rooms kitchen plus superb corner plot garden roll shutter fronted garage offering road parking multiple cars floor double bedrooms family bathroom additional double bedrooms second floor ensuite period property coming market chain free sure perfect family home,390000.0
5.0,4.0,4252.0,1500000.0,nestled prestigious brooklands road remarkable detached residence offers 4250 sq ft luxurious living space set acre designed modern family life property thoughtfully extended original structure create impressive contemporary layout retaining character warmth traditional home entering bespoke pivot door greeted bright spacious reception room floortoceiling windows wall fitted cupboard space storage setting tone highquality finishes found home entire ground floor benefits underfloor heating ensuring warmth comfort expansive footprint original hallway offers line sight kitchen dining room family room extending way beautifully landscaped garden heart home lies dining area bathed natural light striking overhead skylight ideal setting family meals entertaining guests family room formed substantial extension features soaring ceilings christmas tree tall space making dream setting festive celebrations gatherings touch control mood lighting enhances atmosphere touch button allowing set perfect tone occasion set apart brightness rest home living room provides cozy retreat perfect spot unwind evening ground floor includes wellappointed utility room convenient downstairs bathroom shower thoughtfully designed meet needs busy household bedrooms generously sized doubles principal bedroom serene retreat complete luxurious ensuite bathroom second bedroom spacious double benefits ensuite offering comfort privacy family guests family bathroom beautifully appointed nickel hardware fittings stunning standalone bathtub second floor thoughtfully designed dressing room builtin wardrobes generous storage space adds touch luxury practicality daily life professionally landscaped garden crafted relaxation entertaining mind mature trees provide privacy natural sense tranquillity integrated garden lighting adds atmosphere evenings garden equipped water electricity connections perfect looking install outdoor kitchen enjoy al fresco dining friends family secondary education property lies trafford local authority renowned selective education system sale grammar school located nearby marsland road regions leading grammar schools entry determined entrance exam soughtafter catchment area altrincham grammar school girls offering opportunity access uks topperforming state schools renowned exceptional academic standards consistently achieves outstanding results brooklands metrolink station short stroll away providing direct access manchester city centre wider region making ideal location commuting family life,933571.4285714285
4.0,3.0,1512.0,675000.0,welcome craigydon special semirural retreat ideal home lovers great outdoors offering fresh air open space spectacular countryside views location truly connect nature easy reach marples fabulous independent shops cafés train stations hollinwood lane single track road ridge road outskirts marple quiet community handful homes enjoying unobstructed views stretching cheshire countryside kinder scout originally built 1913 fourbedroom threebathroom family home sympathetically renovated ensuring soul character remains stone flooring exposed brickwork timber beams cosy nooks lightfilled spaces designed spectacular outlook parking double garage located ground level stone steps lead patio terrace entrance terrace panoramic views simply unforgettable season enjoying morning coffee relaxed supper glass wine sunset formal entrance leads long hallway stairs upper floors door leading expansive open plan living dining kitchen space living area boasts obligatory logburner set beneath reclaimed wooden mantle stone hearth framing glorious views bifold doors opening terrace centre room dining area plenty room dining table breakfast bar charming bench nook kitchen beautifully appointed traditional cabinetry integrated appliances plus belfast sink slimline wine cooler inset space americanstyle fridge freezer adjacent kitchen utility room storage units sink plumbing appliances stable door leads rear garden utility convenient wc upstairs floor hosts bedrooms enjoy views garden land rear whilst principal bedroom features large window framing picture postcard views contemporary ensuite shower room family bathroom serves bedrooms includes large walkin shower separate jacuzzi bath vanity basin double bedroom ensuite shower room occupies second floor ideal guests older children externally rear s patio outside utility kitchen perfect summer teatimes steps lead stable block summerhouse lawns large pond rewilded area north west plot understood extend half acre view video tour click virtual tour like interested viewing contact exp quoting reference good know tenure freehold size plot estimated circa 044 acres oilfired central heating floorstanding boiler utility room oil storage rear garden area c 2015 serviced 2024 shared septic tank neighbours property benefits right access neighbouring garden vehicle animal required suitable wheelchair users multiple steps storey extension loft conversion replacement windows 2015 council tax band e 3025 epc order location hollinwood lane situated edge marple town stockport true best worlds location close city transport links commuters sits edge peak district acres countryside doorstep recent years marple welcomed numerous independent retailers cafes bars restaurants giving residents superb choice leisure time s monthly makers market marple carnival held annually june events adding community feel construction underway marple community hub scheduled open months residents benefit lane swimming pool library café fitness suite shared community spaces marple home family run traditional independent cinema regent remaining uk railway stations rose hill marple regular services manchester piccadilly 30 minutes buses run regularly stockport hayfield mellor glossop s circular service covering romiley marple bredbury commuting car convenient linking hazel grove manchester airport john lewis cheadle handforth dean home ms tesco eminently accessible children enjoy wellequipped local parks including skate park centre town memorial park parks enjoy fabulous views surrounding hills etherow country park compstall plays host sailing club brabyns park marple weekend sporting activities dog walkers lyme park owned national trust miles away roman lakes leisure complex popular walkers horse riders anglers recently volunteers sought preserve remains samuel oldknows historic mill garden house charityrun community farm open public pigs alpacas shetland ponies middlewood way cycle path popular runners walkers follows macclesfield bollington marple railway line south rose hill macclesfield peak forest canal runs 15 miles ashton lyne whaley bridge derbyshire passing marple famed flight 16 locks separating upper lower parts canal follow canal path breathtaking views nearby peak district far away outstanding walks contact exp 7 days week arrange viewing quote reference calling buyer notes prior sale formally agreed prospective purchaser required provide evidence funds complete party antimoney laundering aml check comply regulations checks time writing 30 aml check completed prospective purchaser great care taken produce advertisement buyers responsibility verify information correct services goods working order details produced conjunction vendor ensure accuracy guarantee form contract going forward measurements taken approximate,453000.0
3.0,1.0,914.0,300000.0,solomon estates delighted present bedroom terraced house sale located prime residential area longsight prime location property benefits good transportation links local facilities nearby property contains spacious room living room big kitchen ground floor moving floor spacious bedrooms family bathroom yard street parking available property comes vacant possession property gas heating system doubleglazed window facilities property perfect families good investment opportunity excellent location property requires cosmetic renovation,390000.0
2.0,1.0,575.0,160000.0,offered onward chain introducing manor gardens runs extra care facility harwood recently fully renovated beautifully presented bedroom floor apartment located hugely desirable manor gardens development harwood property offered immediately onward chain 95 owned neutrally tastefully decorated property offers bedrooms large shower room plus bright airy lounge access balcony overlooking communal gardens perfectly positioned walking distance variety amenities medical centre supermarket shops cafes bus routes externally s plenty parking secure intercom system provides access welcoming lobby area stairs hop lift floor number 23 offers fully fitted kitchen area combination base eye level units bright spacious lounge bedrooms wet room ideal looking extra care retirement,767500.0
4.0,2.0,1317.0,365000.0,bridgfords like welcome beautifully renovated fourbedroom terraced townhouse heart cheadle offered owards chain perfectly positioned close cheadle village amenities 20 minutes manchester airport versatile home ideal families investors seeking flexible living arrangements recently refurbished property offers modern spacious layout designed floors entering welcomed spacious hallway leading ground floor fourth bedroom impressive room benefits en suite shower room self contained kitchenette making excellent option guests older children rental potential floor hosts bright airy livingdining area offering ample space relaxation entertaining adjacent newly fitted kitchen complete sleek cabinetry contemporary finishes stylish breakfast bar middle floor features modern family bathroom moving second floor ll find bedroomstwo proportioned doubles comfortable single ideal childs room home office dressing room externally property continues impress rear garden thoughtfully maintained featuring decked area perfect outdoor dining relaxing private driveway provides convenient road parking superb townhouse combines modern living unbeatable locationan excellent opportunity missed arrange viewing today,760000.0
2.0,1.0,829.0,275000.0,impressive bedroom property thoughtfully renovated attention detail creating residence offers wonderful blend character comfort convenience home perfectly suited firsttime buyers young professionals downsizers investors looking secure property thriving wellconnected community step inside greeted bright airy living room featuring generous window space floods area natural light room offers welcoming atmosphere perfect everyday relaxation entertaining guests adjoining living space wellequipped kitchen worktop storage space ground floor layout thoughtfully designed provide natural flow rooms maintaining cosy homely feel upstairs property boasts wellproportioned bedrooms offering comfortable living space versatility main bedroom benefits propertys endterraced position receiving additional natural light providing peaceful retreat end day completing upper floor neatly presented family bathroom fitted threepiece suit finished clean modern style courtyard offers excellent potential outdoor décor potted plants creating personal relaxation space located friendly neighbourhood home sits easy reach local shops schools parks public transport links including convenient routes manchester city centre nearby trafford amenities disclaimer effort ensure accuracy completeness information trading places seller makes representations warranties kind express implied completeness accuracy reliability suitability information contained advertisement purpose reliance place information strictly risk information confirmed legal representative,731666.6666666666
4.0,2.0,1512.0,350000.0,located short distance heart levenshulme superb range amenities mainline station manchester city centre impressive fourbed period terrace home offered market onwards chain perfect home young professionals growing families looking settle roots vibrant community ground floor enter hallway greeted tall ceilings beautifully restored original hardwood flooring original cornicings theme runs seamlessly generous bay fronted reception room gorgeous victorian feature fireplace centre property spacious reception room new carpets feature radiator modern kitchen rear great open space bright french doors rear garden ll find plenty matching base wall units work space breakfast bar middle reception room access large cellar waterproofed updated new walls ceilings flooring drain water supply making perfect utility room floor generously propertied double bedrooms large single room alternatively home office threepiece family bathroom utilises space perfectly p shaped bath double shower head modern unit stylish hand basin modern toilet second floor showcases main bedroom benefits vast loft space bright velux windows providing plenty light room seating dressing area adjacent modern shower room large shower modern units hand basin toilet externally landscaped walled frontage gate access rear landscaped southwest facing garden complete paved york stone seating area direct access rear parking spaces accessed hardicker street,365000.0
3.0,2.0,921.0,310000.0,c r hulme delighted offer recently renovated fantastic threebedroom end terraced property hulme city centre universities close proximity property comes large lounge separate dining room fitted kitchen downstairs shower room upstairs good sized bedrooms fitted wardrobes modern bathroom property benefits large entertaining garden lots storage comes gas central heating upgraded double glazing location offers excellent transport links major road networks public transport links nearby viewing highly recommended chain features double bedrooms property additional info entrance hall grey composite door double glazed pane tiled flooring meter cupboard access rooms ceiling light point range power points lounge 460 m x 334 m 15 1 x 10 11 large upvc window rear laminate flooring range power point ceiling light point radiator dining room 363 m x 251 m 11 11 x 8 3 large upvc window rear laminate flooring range power point ceiling light point radiator storage cupboard kitchen 363 m x 243 m 11 11 x 8 upvc window elevation double french doors rear modern fitted kitchen consisting range floor wall units finished high gloss white slate effect worktops matching spalsh backs 15 bowl sink integrated gas hob oven extractor inset spot lights range power points shower room 193 m x 193 m 6 4 x 6 4 upvc window elevation 3 piece white suite consisting shower unit rainwater shower vanity unity hand wash basin chrome mixer tap low level wc heated towel radiator white marble effect tiling starirs landing upvc window landing ceiling light point power points bedroom 1 400 m x 367 m 13 1 x 12 upvc window rear fitted wardrobes ceiling light point range power points radiator bedroom 2 367 m x 232 m 12 x 7 7 upvc window rear fitted wardrobes ceiling light point range power points radiator bedroom 3 262 m x 242 m 8 7 x 7 11 upvc window rear fitted wardrobes ceiling light point range power points radiator bathroom 198 m x 198 m 6 6 x 6 6 upvc window elevation 3 piece white suite consisting contemporary bath rainwater shower vanity unity hand wash basin chrome mixer tap low level wc heated towel radiator white marble effect tiling external small yard area rear planned garden patio area remainder laid lawn perimeter fencing round tenure tenure freehold epc agents notes notice c r properties vendors lessors property s agents notice particulars set general outline guidance intending purchasers lessees constitute offer contract ii descriptions dimensions reference condition necessary permissions use occupation details given good faith believed correct intending purchasers tenants rely statements representations fact satisfy inspection wise correctness iii person employment c r properties authority representation warranty relation property,576166.6666666666
5.0,4.0,6011.0,3250000.0,exceptional beautifully renovated period home prime location hale extraordinary contemporary extension outstanding detached period residence extensively thoughtfully renovated current owners resulting truly beautiful home harmoniously blends classic character features sleek contemporary finishes set highly desirable nothrough road lined similar impressive detached properties home occupies soughtafter location hale short distance village amenities scenic countryside walks entering welcomed grand reception hallway sweeping staircase floor immediately setting tone space quality craftsmanship found heart home breathtaking openplan kitchen living area featuring bespoke handmade kitchen striking tshaped island range highend builtin integrated appliances stunning space flows effortlessly lightfilled contemporary living area enhanced floortoceiling glazing incorporating sets double doors opening directly rear garden formal lounge boasts large bay window elegant feature fireplace second reception room benefits distinctive hexagonal bay window creating bright versatile space separate study enjoys direct views access rear garden ideal working home large utility roomsecond kitchen offers additional storage provides internal access garage superb customdesigned home gym garden access basement thoughtfully converted stylish cinema games room connected openplan staircase flows seamlessly kitchen floor principal bedroom true showstopper large bay window private dressing room luxurious ensuite bathroom double bedrooms feature dressing rooms ensuite facilities floor offers additional double bedrooms bathroom offering exceptional flexibility family living guest accommodation externally home set beautifully landscaped plot approximately onethird acre electric gates open generous driveway offering ample offroad parking access garage rear garden enjoys sunny westerly aspect expansive lawn wellstocked borders charming garden room raised paved patio area provides perfect spot alfresco dining entertaining flowing seamlessly kitchen ideally positioned enjoy evening sun,528766.7142857143
2.0,1.0,936.0,265000.0,trading places pleased offer sale bedroom period midterrace property occupying desirable position offering excellent potential looking refurbish create home taste need modernisation accommodation wellproportioned provides solid foundation improvement ground floor comprises welcoming entrance hallway leading generously sized reception rooms offering versatile space living dining rear fairsized kitchen provides access outside presents fantastic opportunity redesign extension subject relevant permissions floor spacious double bedrooms main bedroom benefiting dual windows allowing abundance natural light fill room useful storage room offers additional flexibility wetroom style bathroom completes upperfloor layout externally property includes private rear area attention transformed lovely outdoor space relaxing entertaining ideally situated close range amenities wellregarded schools excellent transport links property perfectly suited buyers seeking project investors looking add value soughtafter location contact trading places information arrange viewing appointment disclaimer effort ensure accuracy completeness information trading places seller makes representations warranties kind express implied completeness accuracy reliability suitability information contained advertisement purpose reliance place information strictly risk information confirmed legal representative,731666.6666666666
3.0,1.0,1909.0,325000.0,situated everpopular edge lane droylsden impressive threebedroom semidetached home occupies generous plot offers rare combination space style versatility presented turnkey condition set pavement property benefits slated wraparound garden creates attractive separation road providing access door entrance garage thoughtful layout enhances kerb appeal practicality entering welcomed porch leads seamlessly heart home spacious openplan living dining area originally separate reception rooms space opened tastefully renovated neutral tones create warm inviting homely atmosphere tall ceilings attractive bay window enhance sense space light making ideal setting everyday living entertaining rear property sits beautiful modern kitchen finished complementary neutral tones offering abundance cupboard worktop space multiple windows allow natural light flood room creating bright functional environment adjacent kitchen matching utility area providing additional storage preparation space discreetly housing appliances main kitchen clutterfree completing ground floor attached garage accessible externally internally utility room versatile space offers ample room vehicle storage additional storage potential conversion subject future owners needs relevant permissions ascending floor master bedroom immediately accessible offers generous proportions plenty natural light flexible layout second bedroom located comfortably accommodates double bed storage bedroom completes accommodation ideally suited childs bedroom nursery home office family bathroom located level wellappointed large shower cubicle bath toilet wash basin truly unique feature home outdoor terrace positioned garage ample space outdoor furniture barbecue planters elevated area provides rare attractive outdoor retreat enhancing property cellar comprising large rooms space ideal storage current form offers excellent potential conversion subject necessary consents standout home offers unique eyecatching opportunity future owner seeking space character modern living convenient location area benefits range wellregarded schools catchment excellent motorway access tram bus links nearby train stations short drive manchester city centre variety local amenities shopping centres close viewings available appointment secure viewing contact bridgfords,595000.0
